Site number,Site name,Province,Latitude,Longitude,Drainage region ID,Land use category,Tested substances,Core site?,Sampling period,Category,Report year,Site link,Site details
QU02OD9009,"St. Lawrence River, Water Intake of Becancour's Filtration Plant",Quebec,46.311577,-72.54601,21,Populated and Mining,"Ammonia, Chlorophyll, Copper, Mercury, Nickel, Nitrogen, pH, Phosphorus, Turbidity, Zinc",1,2015-2017,Fair,2019,http://www.ec.gc.ca/stl/default.asp?lang=Fr&n=ECB00D30-1,"http://indicators-map.canada.ca/App/Detail?id=06QU02OD9009&GoCTemplateCulture=en-CA
"
QU02OF3004,Saint-François River at Pierreville,Quebec,46.066376,-72.81218,21,"Populated,  Agriculture,  and Mining","Ammonia, Atrazine, Bentazone, Chlorophyll, Dicamba, Metolachlor, Nitrogen, Phosphorus, Turbidity",1,2015-2017,Fair,2019,http://www.ec.gc.ca/stl/default.asp?lang=Fr&n=ECB00D30-1,"http://indicators-map.canada.ca/App/Detail?id=06QU02OF3004&GoCTemplateCulture=en-CA
"
QU02OG3007,"Yamaska River, Highway 132 Bridge",Quebec,46.00506,-72.91007,21,Populated and Agriculture,"Ammonia, Atrazine, Bentazone, Chlorophyll, Dicamba, Metolachlor, Nitrogen, Phosphorus, Turbidity",1,2015-2017,Marginal,2019,http://www.ec.gc.ca/stl/default.asp?lang=Fr&n=ECB00D30-1,"http://indicators-map.canada.ca/App/Detail?id=06QU02OG3007&GoCTemplateCulture=en-CA
"
QU02OJ0052,"Richelieu River, Water Intake of Sorel' S Filtration Plant",Quebec,46.033974,-73.117584,21,Populated and Agriculture,"Ammonia, Chlorophyll, Copper, Mercury, Nickel, Nitrogen, pH, Phosphorus, Turbidity, Zinc",1,2015-2017,Marginal,2019,http://www.ec.gc.ca/stl/default.asp?lang=Fr&n=ECB00D30-1,"http://indicators-map.canada.ca/App/Detail?id=06QU02OJ0052&GoCTemplateCulture=en-CA
"
QU02PH9024,Saint-Laurent à Lévis,Quebec,46.80712,-71.19001,21,Populated and Mining,"Ammonia, Chlorophyll, Copper, Mercury, Nickel, Nitrogen, pH, Phosphorus, Turbidity, Zinc",1,2015-2017,Fair,2019,http://www.ec.gc.ca/stl/default.asp?lang=Fr&n=ECB00D30-1,"http://indicators-map.canada.ca/App/Detail?id=06QU02PH9024&GoCTemplateCulture=en-CA
"
SA05JM0014,Qu'Appelle River Approx. 3.2km. South,Saskatchewan,50.48389,-101.54306,12,Agriculture and Mining,"Ammonia, Arsenic, Chloride, Copper, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,http://www.ppwb.ca/information/153/index.html,"http://indicators-map.canada.ca/App/Detail?id=06SA05JM0014&GoCTemplateCulture=en-CA
"
SA05KH0002,"Carrot River near Turnberry,",Saskatchewan,53.6,-102.11667,14,High Agriculture,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Marginal,2019,http://www.ppwb.ca/information/150/index.html,"http://indicators-map.canada.ca/App/Detail?id=06SA05KH0002&GoCTemplateCulture=en-CA
"
SA05LC0001,"Red Deer River at Erwood,",Saskatchewan,52.86667,-102.18306,14,Low Agriculture,"Ammonia, Arsenic, Chloride, Copper, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,http://www.ppwb.ca/information/146/index.html,"http://indicators-map.canada.ca/App/Detail?id=06SA05LC0001&GoCTemplateCulture=en-CA
"
SA05MD0002,Assiniboine River at Hwy 8 Bridge,Saskatchewan,51.53306,-101.8888,12,High Agriculture,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,http://www.ppwb.ca/information/152/index.html,"http://indicators-map.canada.ca/App/Detail?id=06SA05MD0002&GoCTemplateCulture=en-CA
"
SA06AF0001,Cold River at Outlet of Cold Lake,Saskatchewan,54.566666,-109.83611,15,Remote,"Ammonia, Arsenic, Chloride, Copper, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Excellent,2019,http://www.ppwb.ca/map/142/index.html,"http://indicators-map.canada.ca/App/Detail?id=06SA06AF0001&GoCTemplateCulture=en-CA
"
SA06EA0003,Churchill River below Wasawakasik,Saskatchewan,55.60806,-102.19556,15,Mining,"Ammonia, Arsenic, Chloride, Copper, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Excellent,2019,http://www.ppwb.ca/information/148/index.html,"http://indicators-map.canada.ca/App/Detail?id=06SA06EA0003&GoCTemplateCulture=en-CA
"
SK05EG0090,N.sask.r.-N. Battleford-U/c-Upstrm-Hwy #16 Br,Saskatchewan,52.7595,-108.3248,10,Agriculture and Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05EG0090&GoCTemplateCulture=en-CA
"
SK05FF0020,Battle River,Saskatchewan,52.7083,-108.275,10,Agriculture and Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05FF0020&GoCTemplateCulture=en-CA
"
SK05GD0076,N Sask R at Borden Br.,Saskatchewan,52.3733,-107.1483,10,Agriculture and Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Excellent,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05GD0076&GoCTemplateCulture=en-CA
"
SK05GG0022,N Sask River Cecil Ferry -Right Bank (South Bank),Saskatchewan,53.245,-105.4361,10,Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Excellent,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05GG0022&GoCTemplateCulture=en-CA
"
SK05GG0023,N Sask River at Pa Wtp,Saskatchewan,53.2038,-105.774,10,Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05GG0023&GoCTemplateCulture=en-CA
"
SK05GG0102,N Sask River Cecil N Bank (Left Bank,Saskatchewan,53.2468,-105.4361,10,Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05GG0102&GoCTemplateCulture=en-CA
"
SK05HB0087,S Sask R Leader Bridger #21 Hwy,Saskatchewan,50.9696,-109.5716,11,Agriculture and Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05HB0087&GoCTemplateCulture=en-CA
"
SK05HF0205,S Sask R-near Outlook # 15 Hwy,Saskatchewan,51.4743,-107.0763,11,Agriculture and Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Excellent,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05HF0205&GoCTemplateCulture=en-CA
"
SK05HF0206,Qu' Appelle R at #19 Hwy,Saskatchewan,50.9833,-106.416,11,Agriculture and Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Excellent,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05HF0206&GoCTemplateCulture=en-CA
"
SK05HG0283,S Sask R at Qe Power Plant,Saskatchewan,52.0917,-106.7017,11,Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Excellent,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05HG0283&GoCTemplateCulture=en-CA
"
SK05HH0176,S Sask R-Muskowday Bridge,Saskatchewan,53.1208,-105.4669,11,Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05HH0176&GoCTemplateCulture=en-CA
"
SK05HH0267,S Sask R-Clarkboro Ferry-Left (West Bank),Saskatchewan,52.3199,-106.4554,11,Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Excellent,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05HH0267&GoCTemplateCulture=en-CA
"
SK05JF0092,Qu'Appelle R above Wascana Creek,Saskatchewan,50.6348,-104.9392,12,Agriculture and Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05JF0092&GoCTemplateCulture=en-CA
"
SK05JF0595,Qu'Appelle R. Dwnstrm Hwy 11 Rock Dyke Nr Irr.pump,Saskatchewan,50.6545,-104.8515,12,Agriculture and Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Marginal,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05JF0595&GoCTemplateCulture=en-CA
"
SK05JG0126,Qu'Appelle R at #2 Hwy,Saskatchewan,50.7169,-105.5978,12,Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05JG0126&GoCTemplateCulture=en-CA
"
SK05JL0129,Qu'Appelle R at #56 Hwy.,Saskatchewan,50.6506,-103.5876,12,Agriculture and Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05JL0129&GoCTemplateCulture=en-CA
"
SK05KD0089,Tobin Lake at Eb Campbell Dam,Saskatchewan,53.6881,-103.3475,14,Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05KD0089&GoCTemplateCulture=en-CA
"
SK05KD0154,Sask R at #6 Hwy-Old Gronlid Ferry,Saskatchewan,53.2325,-104.4892,14,Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05KD0154&GoCTemplateCulture=en-CA
"
SK05MC0038,Assiniboine River,Saskatchewan,51.5639,-101.9158,12,High Agriculture,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05MC0038&GoCTemplateCulture=en-CA
"
SK05NB0198,Souris R at #39 Hwy,Saskatchewan,49.0706,-102.8087,12,High Agriculture,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK05NB0198&GoCTemplateCulture=en-CA
"
SK06AD0041,Beaver River at Dorintosh,Saskatchewan,54.2956,-108.6011,15,Low Agriculture,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK06AD0041&GoCTemplateCulture=en-CA
"
SK06AG0022,Beaver River at Beauval,Saskatchewan,55.1333,-107.6042,15,Remote,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/Lower-QuAppelle-River-Watershed/,"http://indicators-map.canada.ca/App/Detail?id=06SK06AG0022&GoCTemplateCulture=en-CA
"
SK06CD0027,Churchill River at Otter Rapids,Saskatchewan,55.6403,-104.7347,15,Remote,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Excellent,2019,http://www.swa.ca/Stewardship/WatershedPlanning/Default.asp?type=NSWS,"http://indicators-map.canada.ca/App/Detail?id=06SK06CD0027&GoCTemplateCulture=en-CA
"
SK07CD0001,Clearwater River at Highway 955,Saskatchewan,56.89806,-108.97944,6,Remote,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Excellent,2019,https://www.wsask.ca/Water-Info/Watershed-Planning/,"http://indicators-map.canada.ca/App/Detail?id=06SK07CD0001&GoCTemplateCulture=en-CA
"
US05NF0001,Souris River near Westhope,Manitoba,48.99972,-100.9,12,Medium Agriculture,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Marginal,2019,http://www.mb.ec.gc.ca/water/fa00s05.en.html,"http://indicators-map.canada.ca/App/Detail?id=06US05NF0001&GoCTemplateCulture=en-CA
"
WS-S-0168,Shoal Harbour River,Newfoundland and Labrador,48.188656,-54.01121,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.env.gov.nl.ca/Env/env/waterres/Reports/Reports.asp,"http://indicators-map.canada.ca/App/Detail?id=06WS-S-0168&GoCTemplateCulture=en-CA
"
WS-S-0369,Indian Bay Brook,Newfoundland and Labrador,49.041,-53.882,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.env.gov.nl.ca/Env/env/waterres/Reports/Reports.asp,"http://indicators-map.canada.ca/App/Detail?id=06WS-S-0369&GoCTemplateCulture=en-CA
"
YT09AB0008,Yukon River Upstream of Takhini River,Yukon,60.8352,-135.1802,5,Remote,"Arsenic, Copper, Lead, Nitrogen, Oxygen, pH, Phosphorus, Temperature, Zinc",0,2015-2017,Excellent,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06YT09AB0008&GoCTemplateCulture=en-CA
"
YT09DD0008,South Mcquesten River Downstream of Flat Creek,Yukon,63.91412,-135.72314,5,Remote,"Arsenic, Copper, Lead, Nitrogen, pH, Phosphorus, Silver, Temperature, Zinc",0,2015-2017,Marginal,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06YT09DD0008&GoCTemplateCulture=en-CA
"
YT09EA0001,Klondike River Upstream of Bonanza Creek,Yukon,64.0426,-139.3973,5,Remote,"Arsenic, Copper, Lead, Nitrogen, pH, Phosphorus, Silver, Temperature, Zinc",0,2015-2017,Good,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06YT09EA0001&GoCTemplateCulture=en-CA
"
YT10AA0001,Liard River at Upper Crossing,Yukon,60.04772,-128.90182,7,Remote,"Chromium, Copper, Nitrogen, pH, Phosphorus, Silver, Temperature, Zinc",0,2015-2017,Good,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06YT10AA0001&GoCTemplateCulture=en-CA
"
